id,name,alias,iata_code,icao_code,callsign,country,active
5310,Vozdushnaya Academy,Unknown,Unknown,KWA,VOZAIR,Kazakhstan,N
5311,VIM Airlines,Unknown,NN,MOV,MOV AIR,Russia,Y
5312,VIM-Aviaservice,Unknown,Unknown,MVY,Unknown,Russia,N
5313,VIA Rail Canada,Unknown,2R,Unknown,Unknown,Canada,N
5314,Victoria Aviation,Unknown,Unknown,ENV,ENDEAVOUR,United Kingdom,N
5315,Viscount Air Service,Unknown,Unknown,VCT,VISCOUNT AIR,United States,N
5317,Vision Airlines,Unknown,Unknown,SSI,SUPER JET,Nigeria,N
5318,VIP Air Charter,Unknown,Unknown,FXF,FOX FLIGHT,United States,N
5319,VIP Avia,Unknown,Unknown,PAV,NICOL,Kazakhstan,N
5320,VIP Avia,Unknown,Unknown,PRX,PAREX,Latvia,N
5321,Visionair,Unknown,Unknown,VAT,VISIONAIR,Ireland,N
5322,Viasa,Unknown,VA,Unknown,Unknown,Venezuela,N
5323,VICA - Viacao Charter Aereos,Unknown,Unknown,VCA,VICA,Brazil,N
5324,Volare Air Charter Company,Unknown,Unknown,VCM,CARMEN,United States,N
5325,Volaris,Unknown,Y4,VOI,VOLARIS,Mexico,Y
5326,Volga-Dnepr Airlines,Unknown,VI,VDA,VOLGA-DNEPR,Russia,Y
5327,Vega Airlines,Unknown,Unknown,VEA,VEGA AIRLINES,Bulgaria,N
5328,Venescar Internacional,Unknown,Unknown,VEC,VECAR,Venezuela,N
5329,Victor Echo,Unknown,Unknown,VEE,VICTOR ECHO,Spain,N
5330,Virgin Express Ireland,Unknown,Unknown,VEI,GREEN ISLE,Ireland,N
5331,Virgin America,Unknown,VX,VRD,REDWOOD,United States,Y
5332,Vieques Air Link,Unknown,Unknown,VES,VIEQUES,United States,N
5333,Virgin Express,Unknown,TV,VEX,VIRGIN EXPRESS,Belgium,Y
5334,VZ Flights,Unknown,Unknown,VFT,ZETA FLIGHTS,Mexico,N
5335,Virgin Nigeria Airways,Unknown,VK,VGN,VIRGIN NIGERIA,Nigeria,Y
5336,Vologda State Air Enterprise,Unknown,Unknown,VGV,VOLOGDA AIR,Russia,N
5337,VH-Air Industrie,Unknown,Unknown,VHA,AIR V-H,Angola,N
5338,VHM Schul-und-Charterflug,Unknown,Unknown,VHM,EARLY BIRD,Germany,N
5339,Vibroair Flugservice,Unknown,Unknown,VIB,VITUS,Germany,N
5340,VIP Servicios Aereos Ejecutivos,Unknown,Unknown,VIC,VIP-EJECUTIVO,Mexico,N
5341,VIP Empresarial,Unknown,Unknown,VIE,VIP EMPRESARIAL,Mexico,N
5342,VIF Luftahrt,Unknown,Unknown,VIF,VIENNA FLIGHT,Austria,N
5343,Vega Aviation,Unknown,Unknown,VIG,VEGA AVIATION,Sudan,N
5344,Vichi,Unknown,Unknown,VIH,VICHI,Moldova,N
5345,Viking Airlines,Unknown,Unknown,VIK,SWEDJET,Sweden,N
5346,Vinair - Helicoptereos,Unknown,Unknown,VIN,VINAIR,Portugal,N
5347,Virgin Atlantic Airways,Unknown,VS,VIR,VIRGIN,United Kingdom,Y
5348,Viajes Ejecutivos Mexicanos,Unknown,Unknown,VJM,VIAJES MEXICANOS,Mexico,N
5349,Vistajet,Unknown,Unknown,VJT,VISTA,Canada,N
5350,Viva Macau,Unknown,ZG,VVM,JACKPOT,Macao,Y
5351,Volare Airlines,Unknown,VE,VLE,VOLA,Italy,Y
5352,Vueling Airlines,Unknown,VY,VLG,VUELING,Spain,Y
5353,Vladivostok Air,Unknown,XF,VLK,VLADAIR,Russia,Y
5354,Varig Log,Unknown,LC,VLO,VELOG,Brazil,Y
5355,Vertical-T Air Company,Unknown,Unknown,VLT,VERTICAL,Russia,N
5356,Vero Monmouth Airlines,Unknown,Unknown,VMA,VERO MONMOUTH,United States,N
5357,Vipport Joint Stock Company,Unknown,Unknown,VNK,Unknown,Russia,N
5358,Viaggio Air,Unknown,VM,VOA,VIAGGIO,Bulgaria,N
5359,Voyager Airlines,Unknown,Unknown,VOG,VOYAGER AIR,Bangladesh,N
5360,Virgin Australia,Unknown,VA,VOZ,VIRGIN,Australia,Y
5361,Virgin Blue,Unknown,DJ,VBI,BLUEY,Australia,N
5362,VIP Air,Unknown,Unknown,VPA,VIP TAXI,Slovakia,N
5363,Veteran Air,Unknown,Unknown,VPB,VETERAN,Ukraine,N
5364,VIP-Avia,Unknown,Unknown,VPV,VIP AVIA,Georgia,N
5365,Vertair,Unknown,Unknown,VRA,VERITAIR,United Kingdom,N
5366,Volare Airlines,Unknown,Unknown,VRE,UKRAINE VOLARE,Ukraine,N
5367,Voar Lda,Unknown,Unknown,VRL,VOAR LINHAS,Angola,N
5368,VRG Linhas Aereas,Varig,RG,VRN,VARIG,Brazil,Y
5369,Vickers Limited,Unknown,Unknown,VSB,VICKERS,United Kingdom,N
5370,Visig Operaciones Aereas,Unknown,Unknown,VSG,VISIG,Spain,N
5371,Vision Airways Corporation,Unknown,Unknown,VSN,VISION,Canada,N
5372,Voronezh Aircraft Manufacturing Society,Unknown,Unknown,VSO,VASO,Russia,N
5373,VASP,Unknown,VP,VSP,VASP,Brazil,Y
5374,Virign Islands Seaplane Shuttle,Unknown,Unknown,VSS,WATERBIRD,United States,N
5375,Vuelos Especializados Tollocan,Unknown,Unknown,VTC,VUELOS TOLLOCAN,Mexico,N
5376,Vuelos Corporativos de Tehuacan,Unknown,Unknown,VTH,VUELOS TEHUACAN,Mexico,N
5377,Vostok Airlines,Unknown,Unknown,VTK,VOSTOK,Russia,N
5378,Victor Tagle Larrain,Unknown,Unknown,VTL,VITALA,Chile,N
5379,Vointeh,Unknown,Unknown,VTV,VOINTEH,Bulgaria,N
5380,Vuelos Internos Privados VIP,Unknown,Unknown,VUR,VIPEC,Ecuador,N
5381,Vuela Bus,Unknown,Unknown,VUS,VUELA BUS,Mexico,N
5382,Vzlyet,Unknown,Unknown,VZL,VZLYET,Russia,N
5383,VLM Airlines,Unknown,VG,VLM,RUBENS,Belgium,Y
5384,Viking Express,Unknown,Unknown,WCY,TITAN AIR,United States,N
5385,Victoria International Airways,Unknown,Unknown,WEV,VICTORIA UGANDA,Uganda,N
5386,Volga Aviaexpress,Unknown,Unknown,WLG,GOUMRAK,Russia,N
5387,WDL Aviation,Unknown,Unknown,WDL,WDL,Germany,N
5388,WRA Inc,Unknown,Unknown,WRR,WRAP AIR,United States,N
5389,WSI Corporation,Unknown,Unknown,XWS,Unknown,United States,N
5390,Walmart Aviation,Unknown,Unknown,CGG,CHARGE,United States,N
5391,Walsten Air Services,Unknown,Unknown,WAS,WALSTEN,Canada,N
5392,Walter I Linkoping,Unknown,Unknown,GOT,GOTHIC,Sweden,N
5393,Wapiti Aviation,Unknown,Unknown,WPT,WAPITI,Canada,N
5394,Warbelow's Air Ventures,Unknown,Unknown,WAV,WARBELOW,United States,N
5395,Warwickshire Aerocentre Ltd.,Unknown,Unknown,ATX,AIRTAX,United Kingdom,N
5396,Wasaya Airways,Unknown,Unknown,WSG,WASAYA,Canada,N
5397,Wayraper,Unknown,7W,Unknown,WAYRAPER,Peru,Y
5398,Weasua Air Transport Company,Unknown,Unknown,WTC,WATCO,Liberia,N
5399,WebJet Linhas A,Unknown,WJ,WEB,WEB-BRASIL,Brazil,Y
5400,Welch Aviation,Unknown,Unknown,TDB,THUNDER BAY,United States,N
5401,Welcome Air,Unknown,2W,WLC,WELCOMEAIR,Austria,Y
5402,Wermlandsflyg AB,Unknown,Unknown,BLW,BLUESTAR,Sweden,N
5403,West Africa Airlines,Unknown,Unknown,WCB,KILO YANKEE,Ghana,N
5404,West African Air Transport,Unknown,Unknown,WTF,WESTAF AIRTRANS,Senegal,N
5405,West African Airlines,Unknown,Unknown,WSF,Unknown,Benin,N
5406,West African Cargo Airlines,Unknown,Unknown,WAC,WESTAF CARGO,Mauritania,N
5407,West Air Luxembourg,Unknown,Unknown,WLX,WEST LUX,Luxembourg,N
5408,West Air Sweden,Unknown,PT,SWN,AIR SWEDEN,Sweden,N
5409,West Caribbean Airways,Unknown,Unknown,WCW,Unknown,Colombia,N
5410,West Caribbean Costa Rica,Unknown,Unknown,WCR,WEST CARIBBEAN,Costa Rica,N
5411,West Coast Air,Unknown,8O,Unknown,Unknown,Canada,Y
5412,West Coast Airlines,Unknown,Unknown,WCG,WHISKY INDIA,Ghana,N
5413,West Coast Airways,Unknown,Unknown,WCA,WEST-LEONE,Sierra Leone,N
5414,West Freugh DTEO,Unknown,Unknown,TEE,TEEBIRD,United Kingdom,N
5415,West Wind Aviation,Unknown,Unknown,WEW,WESTWIND,Canada,N
5416,WestJet,Unknown,WS,WJA,WESTJET,Canada,Y
5417,Westair Aviation,Unknown,Unknown,WAA,WESTAIR WINGS,Namibia,N
5418,Westair Cargo Airlines,Unknown,Unknown,WSC,WESTCAR,Cote D'Ivoire,N
5419,Westair Industries,Unknown,Unknown,PCM,PAC VALLEY,United States,N
5420,Westcoast Energy,Unknown,Unknown,BLK,BLUE FLAME,Canada,N
5421,Western Air,Unknown,Unknown,WST,WESTERN BAHAMAS,Bahamas,N
5422,Western Air Couriers,Unknown,Unknown,NPC,NORPAC,United States,N
5423,Western Air Express,Unknown,Unknown,WAE,WESTERN EXPRESS,United States,N
5424,Western Airlines,Unknown,WA,WAL,WESTERN,United States,Y
5425,Western Arctic Air,Unknown,Unknown,WAL,WESTERN ARCTIC,Canada,N
5426,Western Aviators,Unknown,Unknown,WTV,WESTAVIA,United States,N
5427,Western Express Air Lines,Unknown,Unknown,WES,WEST EX,Canada,N
5428,Western Pacific Airlines,Unknown,Unknown,KMR,KOMSTAR,United States,N
5429,Western Pacific Airservice,Unknown,Unknown,WPA,WESTPAC,Solomon Islands,N
5430,Westflight Aviation,Unknown,Unknown,WSL,WEST LINE,United Kingdom,N
5431,Westgates Airlines,Unknown,Unknown,WSA,WESTATES,United States,N
5432,Westland Helicopters,Unknown,Unknown,WHE,WESTLAND,United Kingdom,N
5433,Westpoint Air,Unknown,Unknown,WTP,WESTPOINT,Canada,N
5434,Westward Airways,Unknown,CN,WWD,WESTWARD,United States,N
5435,White,Unknown,Unknown,WHT,YOUNG SKY,Portugal,N
5436,White Eagle Aviation,Unknown,Unknown,WEA,WHITE EAGLE,Poland,N
5437,White River Air Services,Unknown,Unknown,WRA,Unknown,Canada,N
5438,Whyalla Airlines,Unknown,Unknown,WWL,Unknown,Australia,N
5439,Widerøe,Unknown,WF,WIF,WIDEROE,Norway,Y
5440,Wiggins Airways,Unknown,Unknown,WIG,WIGGINS AIRWAYS,United States,N
5441,Wiking Helikopter Service,Unknown,Unknown,WHS,WEEKING,Germany,N
5442,Wilbur's Flight Operations,Unknown,Unknown,WFO,WILBURS,United States,N
5443,Williams Air,Unknown,Unknown,WLS,WILLIAMS AIR,United States,N
5444,Williams Grand Prix Engineering,Unknown,Unknown,WGP,GRAND PRIX,United Kingdom,N
5445,Wimbi Dira Airways,Unknown,Unknown,WDA,WIMBI DIRA,Democratic Republic Of Congo,N
5446,Winair,Unknown,Unknown,WNA,WINAIR,United States,N
5447,Wind Jet,Unknown,IV,JET,GHIBLI,Italy,Y
5448,Wind Spirit Air,Unknown,Unknown,WSI,WIND SPIRIT,United States,N
5449,Windrose Air,Unknown,Unknown,QGA,QUADRIGA,Germany,N
5450,Windward Islands Airways International,Unknown,Unknown,WIA,WINDWARD,Netherland,N
5451,Wings Air,Unknown,IW,WON,WINGS ABADI,Indonesia,Y
5452,Wings Air Transport,Unknown,Unknown,WAT,Unknown,Sudan,N
5453,Wings Airways,Unknown,Unknown,WAW,WING SHUTTLE,United States,N
5454,Wings Aviation,Unknown,Unknown,WOL,WINGJET,Guyana,N
5455,Wings Express,Unknown,Unknown,WEX,WINGS EXPRESS,United States,N
5456,Wings of Alaska,Unknown,K5,WAK,WINGS ALASKA,United States,N
5457,Wings of Lebanon Aviation,Unknown,Unknown,WLB,WING LEBANON,Lebanon,N
5458,Winlink,Unknown,Unknown,WIN,WINLINK,Saint Lucia,N
5459,Wisconsin Air National Guard,Unknown,Unknown,WAG,Unknown,United States,N
5460,Wisman Aviation,Unknown,Unknown,WSM,WISMAN,United States,N
5461,Wizz Air,Unknown,W6,WZZ,WIZZ AIR,Hungary,Y
5462,Wizz Air Hungary,Unknown,8Z,WVL,WIZZBUL,Bulgaria,Y
5463,Wondair on Demand Aviation,Unknown,Unknown,WNR,WONDAIR,Spain,N
5464,Woodgate Executive Air Charter,Unknown,Unknown,CWY,CAUSEWAY,United Kingdom,N
5465,World Airways,Unknown,WO,WOA,WORLD,United States,Y
5466,World Weatherwatch,Unknown,Unknown,XWW,Unknown,Canada,N
5467,World Wing Aviation,Unknown,Unknown,WWM,MANAS WING,Kyrgyzstan,N
5468,Worldspan,Unknown,1P,Unknown,Unknown,United States,N
5469,Worldwide Air Charter Systems,Unknown,Unknown,CSW,CHARTER SYSTEMS,Canada,N
5470,Worldwide Aviation Services,Unknown,Unknown,WWS,Unknown,Pakistan,N
5471,Worldwide Jet Charter,Unknown,Unknown,WWI,WORLDWIDE,United States,N
5472,Wright Air Lines,Unknown,Unknown,WRT,WRIGHT-AIR,United States,N
5473,Wright Air Service,Unknown,8V,WRF,WRIGHT FLYER,United States,N
5474,Wuhan Airlines,Unknown,Unknown,CWU,WUHAN AIR,China,N
5475,Wycombe Air Centre,Unknown,Unknown,WYC,WYCOMBE,United Kingdom,N
5476,Wyoming Airlines,Unknown,Unknown,WYG,WYOMING,United States,N
5479,XL Airways France,Unknown,SE,SEU,STARWAY,France,Y
5480,XP Internation,Unknown,Unknown,XPS,XP PARCEL,Netherlands,N
5481,Xabre Aerolineas,Unknown,Unknown,XAB,AERO XABRE,Mexico,N
5482,Xclusive Jet Charter Limited,Unknown,Unknown,XJC,EXCLUSIVE JET,United Kingdom,N
5483,Xerox Corporation,Unknown,Unknown,XER,XEROX,United States,N
5484,Xiamen Airlines,Unknown,MF,CXA,XIAMEN AIR,China,Y
5485,Xinjiang Airlines,Unknown,Unknown,CXJ,XINJIANG,China,N
5486,Xjet Limited,Unknown,Unknown,XJT,XRAY,United Kingdom,N
5487,Xtra Airways,Unknown,XP,CXP,RUBY MOUNTAIN,United States,N
5490,Yak-Service,Unknown,Unknown,AKY,YAK-SERVICE,Russia,N
5491,Yakolev,Unknown,Unknown,YAK,YAK AVIA,Russia,N
5492,Yamal Airlines,Unknown,YL,LLM,YAMAL,Russia,Y
5493,Yana Airlines,Unknown,Unknown,CYG,VICAIR,Cambodia,N
5494,Yangtze River Express,Unknown,Y8,YZR,YANGTZE RIVER,China,N
5495,Yellow Wings Air Services,Unknown,Unknown,ELW,YELLOW WINGS,Kenya,N
5496,Yemenia,Unknown,IY,IYE,YEMENI,Yemen,Y
5497,Yerevan-Avia,Unknown,Unknown,ERV,YEREVAN-AVIA,Armenia,N
5498,Young Flying Service,Unknown,Unknown,YFS,YOUNG AIR,United States,N
5499,Yuhi Air Lines,Unknown,Unknown,AYU,Unknown,Japan,N
5500,Yuzhnaya Aircompany,Unknown,Unknown,UGN,PLUTON,Kazakhstan,N
5501,Yuzhmashavia,Unknown,Unknown,UMK,YUZMASH,Ukraine,Y
5504,Z-Avia,Unknown,Unknown,RZV,ZEDAVIA,Armenia,N
5505,Zagros Airlines,Unknown,Unknown,IZG,ZAGROS,Iran,N
5506,Zaire Aero Service,Unknown,Unknown,ZAI,ZASAIR,Democratic Republic Of Congo,N
5507,Zairean Airlines,Unknown,Unknown,ZAR,ZAIREAN,Democratic Republic Of Congo,N
5508,Zambian Airways,Unknown,Q3,MBN,ZAMBIANA,Zambia,N
5509,Zambezi Airlines,Unknown,Unknown,ZMA,ZAMBEZI WINGS,Zambia,N
5510,Zanair,Unknown,Unknown,TAN,ZANAIR,Tanzania,Y
5511,Zantop International Airlines,Unknown,Unknown,ZAN,ZANTOP,United States,N
5512,ZAS Airlines of Egypt,Unknown,Unknown,ZAS,ZAS AIRLINES,Egypt,N
5513,Zenith Air,Unknown,Unknown,AZR,ZENAIR,South Africa,N
5514,Zenmour Airlines,Unknown,Unknown,EMR,ZENMOUR,Mauritania,N
5515,Zephyr Express,Unknown,Unknown,RZR,RECOVERY,United States,N
5516,Zhejiang Airlines,Unknown,Unknown,CJG,ZHEJIANG,China,N
5517,Zhetysu,Unknown,Unknown,JTU,ZHETYSU,Kazakhstan,N
5518,Zhez Air,Unknown,Unknown,KZH,Unknown,Kazakhstan,N
5519,Zhongfei General Aviation,Unknown,Unknown,CFZ,ZHONGFEI,China,N
5520,Zhongyuan Aviation,Unknown,Unknown,CYN,ZHONGYUAN,China,N
5521,Zip,Unknown,3J,WZP,ZIPPER,Canada,N
5522,Zimex Aviation,Unknown,C4,IMX,ZIMEX,Switzerland,N
5523,Zoom Airlines,Unknown,Z4,OOM,ZOOM,Canada,Y
5524,Zoom Airways,Unknown,Unknown,ZAW,ZED AIR,Bangladesh,N
5525,Zorex,Unknown,Unknown,ORZ,ZOREX,Spain,N
5526,Zracno Pristaniste Mali Losinj,Unknown,Unknown,MLU,MALI LOSINJ,Croatia,N
5533,Tyrolean Airways,Unknown,Unknown,TYR,TYROLEAN,Unknown,Y
5556,buzz,Unknown,UK,BUZ,Unknown,Unknown,N
5559,Maldivian Air Taxi,Unknown,8Q,Unknown,Unknown,Maldives,Y
5584,Sky Express,SkyExpress,XW,SXR,SKYSTORM,Russia,Y
5640,Yellow Air Taxi,Unknown,Y0,Unknown,Unknown,United States,N
5651,Royal Air Cambodge,Unknown,VJ,RAC,Unknown,Cambodia,Y
5813,Air Mandalay,Unknown,6T,Unknown,Six Tango,Burma,Y
5833,TEA Switzerland,Unknown,Unknown,4SW,Unknown,Switzerland,N
5905,TAN-SAHSA,Unknown,SH,Unknown,Sierra Hotel,Honduras,N
5982,Air Busan,Unknown,BX,ABL,Air Busan,Republic Of Korea,Y
6002,TUI Airlines Belgium,now Jetairlfy,TB,TUB,BEAUTY,Belgium,N
6182,Arctic Air,Unknown,Unknown,AKR,Arctic Norway,Norway,N
6183,Braathens,Braathens SAFE,BU,BRA,Braathens,Norway,N
6196,Globus,Unknown,GH,GLP,Unknown,Russia,Y
6222,Air Kazakhstan,Unknown,9Y,KZK,Kazakh,Kazakhstan,Y
6557,Japan Air System,Unknown,JD,JAS,Air System,Japan,Y
6578,Annsett New Zealand (NZA),Unknown,ZQ,Unknown,Unknown,New Zealand,N
6855,EasyJet (DS),Unknown,DS,Unknown,Unknown,Switzerland,Y
6856,Rheintalflug,Unknown,Unknown,RTL,Rheintal,Austria,N
6860,Dan-Air London,Unknown,Unknown,DAN,Unknown,United Kingdom,N
6862,Fred. Olsen,Unknown,Unknown,FOF,Unknown,Norway,N
8359,Star Peru (2I),Unknown,2I,Unknown,Unknown,Peru,Y
8434,Robin Hood Aviation,Unknown,Unknown,RHA,Sherwood,Austria,N
8461,Carnival Air Lines,Unknown,KW,Unknown,Carnival Air,United States,Y
8463,United Airways,Unknown,4H,UBD,UNITED BANGLADESH,Bangladesh,Y
8523,Inter European Airways,Unknown,Unknown,IEA,Unknown,United Kingdom,N
8568,Trans Maldivian Airways,Unknown,M8,TMW,Unknown,Maldives,N
8576,Fly540,Unknown,5H,FFV,SWIFT TANGO,Kenya,Y
8745,Transavia France,Unknown,TO,TVF,FRENCH SUN,France,Y
8809,Island Air (WP),Unknown,WP,MKU,Unknown,United States,Y
9018,1-2-go,fly 1-2-go,OG,Unknown,Unknown,Thailand,N
9082,Uni Air,Unknown,B7,UIA,Glory,Taiwan,Y
9135,Gomelavia,Unknown,YD,Unknown,Unknown,Belarus,Y
9225,NordWind Airlines,NordWind Airlines,Unknown,NWS,NORDLAND,Russia,N
9239,Red Wings,Avialinii 400,WZ,RWZ,AIR RED,Russia,Y
9286,Hellenic Star Airways,Unknown,Unknown,HST,Hellenic Star,Greece,N
9287,BAE Systems Flight Training,Unknown,Unknown,BAZ,Unknown,Australia,N
9335,TUIfly (X3),Unknown,11,Unknown,Unknown,Germany,Y
9343,Felix Airways,Unknown,FU,FXX,Unknown,Yemen,Y
9344,Kostromskie avialinii,Unknown,K1,KOQ,Unknown,Russia,Y
9373,Greenfly,Unknown,XX,GFY,Unknown,Spain,Y
9531,Tajik Air,Unknown,7J,Unknown,Unknown,Tajikistan,Y
9541,Air Mozambique,Unknown,TM,Unknown,Unknown,Mozambique,Y
9577,ELK Airways,Unknown,--,ELK,Unknown,Estonia,Y
9620,Gabon Airlines,Unknown,GY,GBK,GABON AIRLINES,Gabon,Y
9626,MCA Airlines,Unknown,Unknown,MCA,CALSON,Sweden,Y
9656,Maldivo Airlines,Unknown,ML,MAV,Maldivo,Maldives,Y
9666,Virgin Pacific,Unknown,VH,VNP,Unknown,Fiji,Y
9764,Zest Air,Unknown,Z2,Unknown,Unknown,Philippines,Y
9784,Yangon Airways,Unknown,HK,Unknown,Hotel Kilo,Burma,Y
9793,Transport Aérien Transrégional,TAT,IJ,Unknown,Unknown,France,N
9798,LÍO Flugmennt,Unknown,Unknown,LIO,Unknown,Iceland,N
9808,Minerva Airlines,Unknown,N4,Unknown,Unknown,Italy,N
9809,Eastar Jet,Unknown,ZE,ESR,Eastar,South Korea,Y
9810,Jin Air,Unknown,LJ,JNA,Jin Air,South Korea,Y
9811,Wataniya Airways,Unknown,Unknown,KW1,Unknown,Kuwait,Y
9814,Aéris (Priv),Unknown,SH,Unknown,Unknown,France,N
9818,Air Arabia Maroc,Unknown,3O,Unknown,Air Arabia,Morocco,Y
9825,Baltic Air lines,Unknown,B1,BA1,Baltic,Latvia,Y
9828,Ciel Canadien,Unknown,YC,YCC,Ciel,Canada,Y
9829,Canadian National Airways,Unknown,CN,YCP,CaNational,Canada,Y
9833,Epic Holiday,Epic Holidays,FA,4AA,Epic,United States,Y
9838,Indochina Airlines,Unknown,Unknown,AXC,Airspup,Vietnam,Y
9840,JetWind,Unknown,Unknown,JWW,Jetwind,United States,N
9851,Air Comet Chile,Unknown,3I,Unknown,Unknown,Chile,Y
9853,Nazca,Unknown,-.,Unknown,Unknown,Peru,N
9859,German Air Force - FLB,Unknown,Unknown,FLB,FLB,Germany,Y
10069,City-Air Germany,Unknown,Unknown,CIP,Unknown,Germany,N
10094,Voronezhskie Airlanes,Unknown,DN,Unknown,Unknown,Russia,N
10114,Line Blue,Unknown,L8,LBL,Bluebird,Germany,Y
10117,FlyLAL Charters,Unknown,Unknown,LLC,Unknown,Lithuania,Y
10118,Blue Sky America,Unknown,BU,BKY,Unknown,United States,N
10119,Texas Spirit,Unknown,XS,TXP,Unknown,United States,N
10121,Illinois Airways,Unknown,IL,ILW,Unknown,United States,N
10122,Salzburg arrows,SZA,SZ,Unknown,SZA,Austria,Y
10123,Texas Wings,Unknown,TQ,TXW,TXW,United States,Y
10124,California Western,Unknown,KT,CWS,Unknown,United States,N
10128,Dennis Sky,Dennis Sky Holding,DH,DSY,DSY,Israel,Y
10224,Zz,Unknown,ZZ,Unknown,Unknown,Belgium,Y
10226,Atifly,Unknown,A1,A1F,atifly,United States,Y
10318,Air UK,Unknown,UK,Unknown,Unknown,United Kingdom,N
10334,Suckling Airways,Unknown,CB,Unknown,Unknown,United Kingdom,N
10367,Reno Sky,Unknown,RY,Unknown,Unknown,United States,N
10371,Aerolineas heredas santa maria,Unknown,Unknown,SZB,Unknown,Dominican Republic,Y
10372,Ciao Air,Unknown,99,Unknown,Unknown,Italy,Y
10642,Jc royal.britannica,Unknown,Unknown,JRB,Unknown,United Kingdom,Y
10646,Birmingham European,Unknown,VB,Unknown,Unknown,United Kingdom,N
10650,Pal airlines,Unknown,5P,Unknown,Unknown,Chile,Y
10673,CanXpress,Unknown,C1,CA1,CAX,Canada,Y
10674,Danube Wings (V5),Unknown,V5,Unknown,Unknown,Slovakia,Y
10675,Sharp Airlines,Unknown,SH,SHA,SHARP,Australia,Y
10683,CanXplorer,Unknown,C2,CAP,Unknown,Canada,Y
10715,Click (Mexicana),Unknown,QA,Unknown,Unknown,Mexico,Y
10735,World Experience Airline,WEA,W1,WE1,WEA,Canada,Y
10737,ALAK,Unknown,J4,Unknown,Unknown,Russia,Y
10738,AJT Air International,Unknown,E9,Unknown,Unknown,Russia,N
10739,Air Choice One,Unknown,3E,Unknown,Unknown,United States,Y
10740,Tianjin Airlines,Unknown,Unknown,GCR,Unknown,China,Y
10741,China United,Unknown,KN,Unknown,Unknown,China,Y
10748,Locair,Unknown,ZQ,LOC,LOCAIR,United States,Y
10758,Safi Airlines,Unknown,4Q,Unknown,Unknown,Afghanistan,Y
10765,SeaPort Airlines,Unknown,K5,SQH,SASQUATCH,United States,Y
10776,Salmon Air,Unknown,S6,Unknown,Unknown,United States,Y
10796,Fly Illi,Unknown,IL,ILY,Unknown,United States,N
10798,Bobb Air Freight,Unknown,01,Unknown,Unknown,Germany,Y
10800,Star1 Airlines,Unknown,V9,HCW,Unknown,Lithuania,Y
10845,Pelita,Unknown,6D,Unknown,Unknown,Indonesia,Y
10902,Alpi Eagles (E8),Unknown,E8,Unknown,Unknown,Italy,N
10912,Alaska Seaplane Service,Unknown,J5,Unknown,Unknown,United States,Y
10929,TAN,Unknown,T8,Unknown,Unknown,Argentina,N
10945,Enerjet,Unknown,Unknown,ENJ,ENERJET AIR,Canada,Y
10955,MexicanaLink,Unknown,I6,MXI,LINK,Mexico,Y
10960,Island Spirit,Unknown,IP,ISX,Unknown,Iceland,Y
10969,TACA Peru,Unknown,T0,Unknown,TACA PERU,Peru,Y
11700,Orbest,Unknown,Unknown,OBS,ORBEST,Portugal,Y
11719,Southern Air Charter,Unknown,Unknown,SOA,Unknown,Bahamas,Y
11724,SVG Air,Unknown,Unknown,SVG,Grenadines,Saint Vincent And The Grenadines,Y
11726,Air Century,Unknown,Unknown,CEY,Unknown,Dominican Republic,Y
11731,Pan Am World Airways Dominicana,PAWA Dominicana,7Q,Unknown,PAWA,Dominican Republic,Y
11732,Primera Air,Unknown,PF,Unknown,PRIMERA,Iceland,Y
11741,Air Antilles Express,Unknown,3S,Unknown,GREEN BIRD,Guadeloupe,Y
11751,Sol Lineas Aereas,Unknown,Unknown,OLS,FLIGHT SOL,Argentina,Y
11755,Regional Paraguaya,Unknown,P7,REP,REGIOPAR,Paraguay,Y
11761,VIP Ecuador,Unknown,V6,Unknown,Unknown,Ecuador,Y
11762,Transportes Aereos Cielos Andinos,Unknown,Unknown,NDN,ANDINOS,Peru,Y
11763,Peruvian Airlines,Unknown,P9,Unknown,Unknown,Peru,Y
11765,EasyFly,Unknown,Unknown,EFY,EASYFLY,Colombia,Y
11767,Polar Airlines,Unknown,ЯП,Unknown,Unknown,Russia,Y
11794,Catovair,Unknown,OC,Unknown,CATOVAIR,Mauritius,Y
11795,Andalus Lineas Aereas,Unknown,Unknown,ANU,Andalus,Spain,Y
11798,Air 26,Unknown,Unknown,DCD,DUCARD,Angola,Y
11800,Mauritania Airways,Unknown,Unknown,MTW,MAURITANIA AIRWAYS,Mauritania,Y
11802,CEIBA Intercontinental,Unknown,Unknown,CEL,CEIBA LINE,Equatorial Guinea,Y
11804,Halcyonair,Unknown,7Z,Unknown,CREOLE,Cape Verde,Y
11805,Business Aviation,Unknown,4P,Unknown,AFRICAN BUSINESS,Congo (Kinshasa),Y
11806,Compagnie Africaine d\\'Aviation,Unknown,E9,Unknown,AFRICOMPANY,Congo (Kinshasa),Y
11808,Zambia Skyways,Unknown,K8,Unknown,ZAMBIA SKIES,Zambia,Y
11811,AlMasria Universal Airlines,Unknown,UJ,LMU,ALMASRIA,Egypt,Y
11813,EgyptAir Express,Unknown,Unknown,MSE,EGYPTAIR EXPRESS,Egypt,Y
11814,SmartLynx Airlines,Unknown,6Y,Unknown,Unknown,Latvia,Y
11815,Air Italy Egypt,Unknown,Unknown,EUD,Unknown,Egypt,Y
