airline_id,flight_number,source_airport_id,destination_airport_id,codeshare,stopovers,equipment_type,distance_km
410,410,2965,2990,False,0,CR2,1506.8277330777387
410,410,2966,2990,False,0,CR2,1040.4397895432182
410,410,2966,2962,False,0,CR2,448.1655418101861
410,410,2968,2990,False,0,CR2,770.5095886094415
410,410,2968,4078,False,0,CR2,1338.6333576053873
410,410,4029,2990,False,0,CR2,715.6503614468733
410,410,4029,6969,False,0,CR2,892.3840483798508
410,410,4029,6160,False,0,CR2,951.4335423246899
410,410,6156,2952,False,0,CR2,1171.8831507434213
410,410,6156,2990,False,0,CR2,1008.2545343994207
410,410,2922,6969,False,0,CR2,1685.4289052915763
410,410,2952,6156,False,0,CR2,1171.8831507434213
410,410,2990,2965,False,0,CR2,1506.8277330777385
410,410,2990,2966,False,0,CR2,1040.4397895432187
410,410,2990,2968,False,0,CR2,770.5095886094417
410,410,2990,4029,False,0,CR2,715.6503614468731
410,410,2990,6156,False,0,CR2,1008.2545343994209
410,410,2990,2948,False,0,CR2,1216.8462864592682
410,410,2990,2975,False,0,CR2,723.5242256058544
410,410,2948,2990,False,0,CR2,1216.8462864592682
410,410,2948,6969,False,0,CR2,1372.8883537724207
410,410,2948,6160,False,0,CR2,1464.0590032741716
410,410,2962,2966,False,0,CR2,448.1655418101859
410,410,6969,4029,False,0,CR2,892.3840483798508
410,410,6969,2922,False,0,CR2,1685.4289052915758
410,410,6969,2948,False,0,CR2,1372.888353772421
410,410,6969,2975,False,0,CR2,554.704143264716
410,410,2972,2975,False,0,CR2,1012.6041440304277
410,410,2972,6160,False,0,CR2,1557.1740217580923
410,410,4364,2975,False,0,CR2,1324.6136239685436
410,410,4078,2968,False,0,CR2,1338.6333576053873
410,410,4078,2975,False,0,CR2,1370.2991943842778
410,410,2975,2990,False,0,CR2,723.5242256058546
410,410,2975,6969,False,0,CR2,554.704143264716
410,410,2975,2972,False,0,CR2,1012.6041440304275
410,410,2975,4364,False,0,CR2,1324.6136239685436
410,410,2975,4078,False,0,CR2,1370.2991943842778
410,410,6160,4029,False,0,CR2,951.4335423246899
410,410,6160,2948,False,0,CR2,1464.0590032741718
410,410,6160,2972,False,0,CR2,1557.1740217580925
8359,8359,2786,2789,False,0,142,339.98109074475605
8359,8359,2812,2789,False,0,142 141,585.908852826983
8359,8359,2812,2808,False,0,142,310.9350097446077
8359,8359,6067,2789,False,0,141,258.1564678374832
8359,8359,2801,2781,False,0,143,529.5517323945431
8359,8359,2801,2806,False,0,142,454.85908395251863
8359,8359,2789,2786,False,0,142,339.981090744756
8359,8359,2789,2812,False,0,142 141,585.908852826983
8359,8359,2789,6067,False,0,141,258.1564678374832
8359,8359,2789,2781,False,0,143 146,491.343867765388
8359,8359,2789,2806,False,0,142 146,618.4035102445066
8359,8359,2781,2801,False,0,143,529.5517323945433
8359,8359,2781,2789,False,0,143 146,491.34386776538804
8359,8359,2781,2806,False,0,146,287.2909742318487
8359,8359,2808,2812,False,0,142,310.9350097446078
8359,8359,2806,2801,False,0,142,454.85908395251863
8359,8359,2806,2789,False,0,142 146,618.4035102445067
8359,8359,2806,2781,False,0,146,287.2909742318487
470,470,253,247,False,0,CRJ,657.4164429013881
470,470,253,246,False,0,E70 CRJ M87,831.9304237750424
470,470,248,246,False,0,CRJ,764.7446718549324
470,470,1044,253,False,0,M87,921.398151288252
470,470,1044,1084,False,0,M87,1059.5743933561896
470,470,1044,246,False,0,CRJ,699.2756492260122
470,470,247,253,False,0,CRJ,657.4164429013882
470,470,247,246,False,0,CRJ,334.2798976314539
470,470,245,298,False,0,M87,126.68777855179835
470,470,245,246,False,0,M87,791.9126250633084
470,470,1084,1044,False,0,M87,1059.5743933561896
470,470,1084,246,False,0,M87,1747.040200607097
470,470,298,246,False,0,M87 CRJ,751.9952979350776
470,470,280,246,False,0,CRJ,419.75712485243287
470,470,246,253,False,0,E70 CRJ M87,831.9304237750426
470,470,246,248,False,0,CRJ,764.7446718549324
470,470,246,1044,False,0,M87 CRJ,699.2756492260123
470,470,246,247,False,0,CRJ,334.2798976314538
470,470,246,245,False,0,M87,791.9126250633085
470,470,246,1084,False,0,M87,1747.040200607097
470,470,246,298,False,0,CRJ,751.9952979350776
470,470,246,280,False,0,CRJ,419.75712485243275
1338,1338,2709,2673,False,0,319,993.938105678168
1338,1338,2709,2688,False,0,319 320,712.2268522423659
1338,1338,2715,2673,False,0,319,743.8391898656531
1338,1338,2673,2709,False,0,319,993.938105678168
1338,1338,2673,2715,False,0,319,743.8391898656531
1338,1338,2673,6045,False,0,319 320,1090.792951075909
1338,1338,2673,2688,False,0,320 319,282.216905404114
1338,1338,2670,2688,False,0,319,156.86503219276165
1338,1338,6045,2673,False,0,319 320,1090.792951075909
1338,1338,2688,2709,False,0,319 320,712.2268522423658
1338,1338,2688,2673,False,0,319,282.216905404114
1338,1338,2688,2670,False,0,319,156.86503219276162
2750,2750,1506,1678,False,0,100,1064.742347399753
2750,2750,1264,1678,False,0,100,770.9712674924632
2750,2750,490,1678,False,0,100,922.7623732655873
2750,2750,1665,1054,False,0,319,2771.1185407934363
2750,2750,1197,1678,False,0,319,2505.178354273533
2750,2750,1054,1678,False,0,319,3001.180636944364
2750,2750,4197,1678,False,0,319,3337.4459823284756
2750,2750,1056,1665,False,0,319,2832.346261667006
2750,2750,1678,1506,False,0,100,1064.7423473997535
2750,2750,1678,1264,False,0,100,770.9712674924632
2750,2750,1678,490,False,0,100,922.7623732655873
2750,2750,1678,1197,False,0,319,2505.178354273533
2750,2750,1678,1054,False,0,319,3001.180636944364
2750,2750,1678,4197,False,0,319,3337.4459823284756
3652,3652,730,719,False,0,ATP,118.85920884642486
3652,3652,737,715,False,0,ATP,843.9770070901527
3652,3652,737,709,False,0,SF3,444.47906515482305
3652,3652,737,688,False,0,ATP SF3,306.2058523349023
3652,3652,737,718,False,0,ATP,377.7801571891169
3652,3652,737,5595,False,0,SF3,259.1471971860964
3652,3652,737,719,False,0,ATP,546.0237489899349
3652,3652,737,442,False,0,SF3,122.18581761280348
3652,3652,737,722,False,0,ATR,421.5205384412088
3652,3652,737,448,False,0,SF3,292.32698288062477
3652,3652,737,664,False,0,SF3,436.1589035689054
3652,3652,737,746,False,0,SF3 ATP,222.55548598308758
3652,3652,737,729,False,0,SF3,550.7574226782424
3652,3652,737,711,False,0,SF3,355.4910091565973
3652,3652,715,737,False,0,ATP,843.9770070901529
3652,3652,715,718,False,0,ATP,475.8359306946107
3652,3652,709,737,False,0,SF3 ATP,444.47906515482293
3652,3652,709,688,False,0,ATP SF3,140.39255772654735
3652,3652,709,711,False,0,SF3,119.10063779492465
3652,3652,5599,729,False,0,SF3,159.00461221085624
3652,3652,688,737,False,0,ATP SF3,306.20585233490215
3652,3652,688,709,False,0,ATP SF3,140.39255772654738
3652,3652,435,448,False,0,SF3,260.46672207630604
3652,3652,718,737,False,0,ATP,377.78015718911735
3652,3652,718,715,False,0,ATP,475.83593069461045
3652,3652,5595,737,False,0,SF3,259.1471971860964
3652,3652,719,730,False,0,ATP,118.85920884642452
3652,3652,719,737,False,0,ATP,546.0237489899348
3652,3652,442,737,False,0,SF3,122.18581761280339
3652,3652,442,460,False,0,SF3,137.2895452439525
3652,3652,722,737,False,0,ATR,421.5205384412084
3652,3652,644,711,False,0,SF3,414.0605149410771
3652,3652,448,737,False,0,SF3,292.3269828806247
3652,3652,448,435,False,0,SF3,260.4667220763061
3652,3652,460,442,False,0,SF3,137.28954524395257
3652,3652,664,737,False,0,SF3,436.1589035689054
3652,3652,746,737,False,0,SF3 ATP,222.55548598308758
3652,3652,729,737,False,0,SF3,550.7574226782425
3652,3652,729,5599,False,0,SF3,159.0046122108561
3652,3652,711,737,False,0,SF3,355.4910091565974
3652,3652,711,644,False,0,SF3,414.0605149410771
146,146,3531,7167,False,0,BNI,84.57647708494453
146,146,3531,7168,False,0,BNI,49.55609736319232
146,146,3531,7162,False,0,BNI,91.4884000889327
146,146,3531,7164,False,0,BNI,19.226820557849567
146,146,3531,7163,False,0,BNI,75.15511177451043
146,146,7167,7176,False,0,BNI,9.571269081303006
146,146,7168,7173,False,0,BNI,8.050967658098648
146,146,7162,7161,False,0,BNI,28.38406968354251
146,146,7164,7165,False,0,BNI,20.842388312497523
146,146,7173,7172,False,0,BNI,36.27208459655518
897,897,6019,2397,False,0,DH4,668.5882762158523
897,897,4200,2397,False,0,320,785.664714229273
897,897,2399,2397,False,0,320,887.6566558369282
897,897,2400,2397,False,0,320,754.9101828931731
897,897,6024,2397,False,0,DH4,450.1063658792941
897,897,2425,2397,False,0,320,626.5745732826565
897,897,8076,2397,False,0,330,6929.067441723871
897,897,2402,2397,True,0,320,1039.9251002628919
897,897,2430,2397,False,0,320,347.1766923475317
897,897,4203,2397,False,0,320,329.38669643780094
897,897,2397,6019,False,0,DH4,668.588276215852
897,897,2397,4200,False,0,320,785.664714229273
897,897,2397,2399,False,0,320,887.6566558369284
897,897,2397,2400,False,0,320,754.910182893173
897,897,2397,6024,False,0,DH4,450.106365879294
897,897,2397,2425,False,0,320,626.5745732826565
897,897,2397,8076,False,0,330,6929.067441723871
897,897,2397,2402,True,0,320,1039.9251002628919
897,897,2397,2430,False,0,320,347.17669234753174
897,897,2397,4203,False,0,320,329.3866964378009
897,897,2397,2426,False,0,DH3,304.60498438664314
897,897,2397,4204,False,0,320,768.106739220608
897,897,2397,2433,False,0,320,584.1990988578174
897,897,2397,6026,False,0,320,374.1086492877698
897,897,2397,6016,False,0,DH4,717.1606582740418
897,897,2397,6021,False,0,DH4,356.7995522801074
897,897,2397,2404,False,0,320,851.1520256249426
897,897,2426,2397,False,0,DH3,304.6049843866433
897,897,4204,2397,False,0,320,768.106739220608
897,897,2433,2397,False,0,320,584.1990988578174
897,897,6026,2397,False,0,320,374.10864928776977
897,897,6016,2397,False,0,DH4,717.1606582740417
897,897,6021,2397,False,0,DH4,356.79955228010726
897,897,2404,2397,False,0,320,851.1520256249426
10739,10739,5726,3830,False,0,CNC,299.7638445475391
10739,10739,5726,3678,False,0,CNC,235.25924126127111
10739,10739,4042,3830,False,0,CNC,251.70260201983297
10739,10739,4042,3678,False,0,CNC,177.02238171048154
10739,10739,3591,3678,False,0,CNC,325.275565917902
10739,10739,3830,5726,False,0,CNC,299.76384454753924
10739,10739,3830,4042,False,0,CNC,251.70260201983353
10739,10739,3678,5726,False,0,CNC,235.2592412612709
10739,10739,3678,4042,False,0,CNC,177.02238171048137
10739,10739,3678,3591,False,0,CNC,325.27556591790227
16262,16262,7144,7145,False,0,DHP,31.61304779361902
16262,16262,7144,3808,False,0,DHP,91.52188686527457
16262,16262,7145,7144,False,0,DHP,31.613047793619014
16262,16262,7145,7147,False,0,DHP,23.957977713612003
16262,16262,7145,3808,False,0,DHP,60.47346163788946
16262,16262,7147,7145,False,0,DHP,23.957977713611964
16262,16262,7147,3808,False,0,DHP,63.624595035677096
16262,16262,3808,7144,False,0,DHP,91.52188686527454
16262,16262,3808,7145,False,0,DHP,60.47346163788948
16262,16262,3808,7147,False,0,DHP,63.624595035677224
16262,16262,3808,7146,False,0,DHP,26.42033512779819
16262,16262,7146,3808,False,0,DHP,26.420335127798058
595,595,248,1084,False,0,319,2148.779251471654
595,595,248,273,False,0,319,400.51192181343043
595,595,248,1063,False,0,319,1129.788502249652
595,595,1218,1050,False,0,319,3599.8890727928133
595,595,1050,1218,False,0,319,3599.8890727928133
595,595,1050,1084,False,0,319,180.17867467745972
595,595,1050,1059,False,0,319,646.4755993965747
595,595,4162,5665,False,0,319,340.84461788168744
595,595,1084,248,False,0,319,2148.7792514716543
595,595,1084,1050,False,0,319,180.17867467745967
595,595,1084,897,False,0,319,3209.8257902846767
595,595,1084,1059,False,0,319,825.8714265034878
595,595,1084,273,False,0,319,2446.2308894828993
595,595,1084,5665,False,0,319,373.56350224739253
595,595,897,1084,False,0,319,3209.825790284676
595,595,897,273,False,0,319,763.8904953305984
595,595,1059,1050,False,0,319,646.4755993965745
595,595,1059,1084,False,0,319,825.8714265034878
595,595,1059,502,False,0,319,4877.386800937994
595,595,1059,1063,False,0,319,409.59605115993145
595,595,502,1059,False,0,319,4877.386800937994
595,595,273,248,False,0,319,400.5119218134305
595,595,273,1084,False,0,319,2446.2308894828993
595,595,273,897,False,0,319,763.8904953305984
595,595,273,1063,False,0,319,1512.4699036300094
595,595,5665,4162,False,0,319,340.8446178816874
595,595,5665,1084,False,0,319,373.56350224739265
595,595,1063,248,False,0,319,1129.788502249652
595,595,1063,1059,False,0,319,409.5960511599314
595,595,1063,273,False,0,319,1512.4699036300094
3021,3021,3885,3316,False,0,320,1416.905566411858
3021,3021,3999,3316,False,0,320,3339.127353621945
3021,3021,4120,3316,False,0,320,2182.8479223089157
3021,3021,3386,3316,False,0,320,3650.0399198325094
3021,3021,3077,3316,False,0,320,2565.579402753632
3021,3021,3179,3316,False,0,320,980.2232837053336
3021,3021,3992,2397,False,0,320,2634.7981165590363
3021,3021,3992,2276,False,0,320,1702.9361902831504
3021,3021,3304,3316,False,0,320,297.47264276762627
3021,3021,2397,3992,False,0,320,2634.7981165590363
3021,3021,2397,3316,False,0,320,2374.855002581139
3021,3021,3308,3316,False,0,320,602.3301938598105
3021,3021,3351,3316,False,0,320,3910.7741586796333
3021,3021,3034,3316,False,0,320,1137.6632656012437
3021,3021,3035,3316,False,0,320,1341.2173486052868
3021,3021,3239,3316,False,0,320,1931.9122026977554
3021,3021,3205,3316,False,0,320,1093.018191412626
3021,3021,3316,3885,False,0,320,1416.9055664118578
3021,3021,3316,3999,False,0,320,3339.127353621945
3021,3021,3316,4120,False,0,320,2182.847922308916
3021,3021,3316,3386,False,0,320,3650.0399198325094
3021,3021,3316,3077,False,0,320,2565.579402753632
3021,3021,3316,3179,False,0,320,980.2232837053336
3021,3021,3316,3304,False,0,320,297.47264276762627
3021,3021,3316,2397,False,0,320,2374.855002581139
3021,3021,3316,3308,False,0,320,602.3301938598105
3021,3021,3316,3351,False,0,320,3910.774158679633
3021,3021,3316,3034,False,0,320,1137.663265601244
3021,3021,3316,3035,False,0,320,1341.2173486052868
3021,3021,3316,3239,False,0,320,1931.9122026977554
3021,3021,3316,3205,False,0,320,1093.018191412626
3021,3021,3316,4302,False,0,320,2812.9294541625127
3021,3021,3316,2276,False,0,320,3222.387435832251
3021,3021,4302,3316,False,0,320,2812.9294541625127
3021,3021,2276,3992,False,0,320,1702.9361902831502
3021,3021,2276,3316,False,0,320,3222.387435832251
2916,2916,1679,1558,False,0,DH3,528.0485200283648
2916,2916,338,1678,False,0,DH3,556.0768829430275
2916,2916,345,382,False,0,DH3,448.4575548357798
2916,2916,1558,1679,False,0,DH3,528.0485200283648
2916,2916,1558,382,False,0,DH3,549.0401654759697
2916,2916,1558,346,False,0,DH3,633.4829124510981
2916,2916,1558,1678,False,0,DH3,539.6219594282396
2916,2916,382,345,False,0,DH3,448.4575548357795
2916,2916,382,1558,False,0,DH3,549.0401654759697
2916,2916,382,342,False,0,AT7,663.4706360153131
2916,2916,382,1520,False,0,AT7,753.0797573918874
2916,2916,382,351,False,0,AT7,606.3942305202573
2916,2916,382,1209,False,0,AT7,600.4684934308434
